ncsClCd,compeUnitName,level
0501020212,지식재산 평가 수행,4
0501020213,지식재산 거래수요 발굴,4
0501020214,지식재산 거래전략 수립,4
0501020215,지식재산 기술 마케팅,5
0501020216,지식재산 거래 사후 관리,6
0501020217,지식재산 거래고객 관리,3
0501020301,지식재산 요구분석,5
0501020302,지식재산 환경분석,5
0501020303,지식재산 정보검색,4
0501020304,지식재산 유효자료 선별,5
0501020305,지식재산 자료정리,5
0501020306,지식재산 정량분석,5
0501020307,지식재산 정성분석,5
0501020308,지식재산 개발방향 수립,6
0501020309,지식재산권 확보전략 수립,6
0501020310,디자인 맵 검토,3
0501020401,발명상담,4
0501020402,선행기술 조사분석,4
0501020403,발명 사업성 분석,5
0501020404,출원전략 수립,6
0501020405,출원서류 검토,3
0501020406,기계·금속·토목 특허명세서 검토,4
0501020407,전기·전자·통신 특허명세서 검토,4
0501020408,화학·바이오 특허명세서 검토,4
0501020409,심사절차 대응 검토,5
0501020410,특허 유지관리,4
0501020411,직무발명제도 설계,6
0502010103,기본설계,3
0502010104,종합방재계획 수립,5
0502010105,성능위주 설계,6
0502010106,사전재난영향성 평가,6
0502010107,수계소화설비 실시설계,4
0502010109,경보설비 실시설계,3
0502010110,제연설비 실시설계,4
0502010111,소화활동설비와 피난설비 실시설계,3
0502010112,소방전기설비 실시설계,3
0502010113,설계감리,5
0502010118,설계 계획 준비·수립,4
0502010119,가스계 물분무등소화설비 실시설계,4
0502010120,수계 물분무등소화설비 실시설계,4
0502010121,공사감리수행계획 수립 · 행정처리,4
0502010122,공사감리 수행 · 감리결과보고,4
0502010201,시공계획 수립,5
0502010202,시공관리,5
0502010203,수계소화설비 시공,4
0502010204,가스계소화설비 시공,5
0502010205,경보설비 시공,4
0502010206,소방용 전원설비 시공,5
0502010207,피난·소화용수설비 시공,3
0502010208,소화활동설비 시공,3
0502010209,제연설비 시공,5
0502010210,성능평가 시행,6
0502010301,행정관리·계획,5
0502010302,구조구급 교육훈련,5
0502010303,장비점검·출동준비,5
0502010304,일반구조,5
0502010305,생활안전구조,3
0502010306,특수구조,6
0502010307,환자평가,6
0502010308,응급처치,7
0502010309,환자이송,6
0502010310,구급 안전관리,3
0502010311,출동결과 평가,4
0502010312,수상구조,5
0502010401,소방계획 수립,5
0502010402,소방안전 교육훈련,6
0502010403,소방안전 관리 감독,6
0502010405,경보설비 점검,3
0502010407,점검장비 관리,3
0502010408,소방시설 자체점검,4
0502010409,소방시설 자율점검,4
0502010410,소방시설 유지보수,3
0502010411,사고대응조치,5
0502010412,소화기구·수계소화설비점검,3
0502010413,가스계·분말소화설비 점검,4
0502010414,피난구조 설비 점검,4
0502010415,소화용수·소화활동설비 점검,4
0502010416,방재안전시설 점검,4
0502010502,위험물 분류,4
0502010503,제4류 위험물 취급,3
0502010504,"제1류, 제6류 위험물 취급",3
0502010505,"제2류, 제5류 위험물 취급",3
0502010506,제3류 위험물 취급,3
0502010507,위험물 운송ㆍ운반시설 기준 파악,2
0502010508,위험물 운송ㆍ운반 관리,4
0502010509,사고대응조치,4
0502010511,국내 관련 법령 적용,2
0502010512,국제 관련 규정 적용,4
0502010601,위험물 안전계획 수립,6
0502010602,저장·취급 위험물 분류,4
0502010603,위험물 저장,3
0502010604,위험물 취급,3
0502010605,위험물 제조소 유지관리,4
0502010606,위험물 저장소 유지관리,4
0502010607,위험물 취급소 유지관리,4
0502010608,위험물안전관리 감독,5
0502010609,위험물안전관리 교육훈련,5
0502010610,위험물 사고 대비·대응,6
0502010611,위험물 행정관리,4
0502010612,위험물 화재예방·소화방법,3
0502010613,위험물 제조소등의 소방설비 적용,3
0502010614,유기화합물 위험성 파악,3
0502010615,무기화합물 위험성 파악,3
0502010701,화재조사계획 수립,4
0502010702,발화지점 판정,6
0502010703,전기화재 감식,5
0502010704,방화화재 감식,5
0502010705,화학화재 감식,5
0502010706,차량화재 감식,6
0502010707,가스화재 감식,5
0502010708,기타화재 감식,5
0502010709,증거 수집·관리·검사,4
0502010710,화재피해 파악,5
0502010711,화재조사보고서 작성,4
0502020101,방재시설 특성분석,5
0502020102,방재시설 계획,5
0502020103,방재시설 조사,3
0502020104,하천재해 방재시설 설계,4
0502020105,내수재해 방재시설 설계,4
0502020106,사면재해 방재시설 설계,4
0502020107,토사재해 방재시설 설계,4
0502020108,해안재해 방재시설 설계,4
0502020109,방재시설 시공관리,5
0502020110,방재시설 유지관리,5
0502020111,재해유형별 전산프로그램 운용,5
0502020113,방재시설 피해저감 능력 평가,5
0502020114,소하천 정비 방향설정,4
0502020115,소하천 정비 종합계획 수립,4
0502020203,기업자원 분석,4
0502020207,업무 연속성 전략 수립,5
0502020209,기업재난 비상대응훈련,4
0502020211,기업재난관리 교육,5
0502020214,조직상황 분석,4
0502020215,기업재난관리 범위 및 체계 설정,4
0502020216,핵심업무 및 영향분석,4
0502020217,복구전략 수립 및 소요자원 분석,4
0502020222,사고대응 체계 구축,5
0502020223,사고대응 절차 수립,5
0502020224,기업 재난관리심사 절차 학습,5
0502020225,기업 재난관리 심사역량 개발,5
0502020226,업무 연속성 커뮤니케이션,5
0502020227,기업 경영현황 분석하기,4
0502020228,유지관리 계획 수립하기,4
0502020229,기업 재난사례 분석,4
0502020230,리스크(위험성) 평가,5
0502020231,리스크(위험성) 관리,5
0502020302,방재 기초자료 조사,4
0502020303,방재안전대책 현장 조사,4
0502020306,재해저감대책 수립,5
0502020307,재해지도 작성,4
0502020308,비상대응 관리,4
0502020309,방재 성능목표 설정,4
0502020310,자연재해 안전도 진단,5
0502020311,재난예방 및 대비대책 기획,5
0502020312,재난대응 및 복구대책 기획,5
0502020313,재해유형구분 및 취약성 분석평가,5
0502020314,재해위험 및 복구사업 분석평가,5
0502020315,재난피해액 및 방재사업비 산정,5
0502020316,방재사업 타당성 및 투자우선순위 설정,5
0502030101,스마트재난정보수집,3
0502030102,스마트재난정보저장관리,3
0502030103,스마트재난전조감지,4
0502030104,스마트재난원인분석,5
0502030105,스마트재난위해성평가,5
0502030106,스마트재난취약성평가,5
0502030107,스마트재난영향평가,4
0502030108,스마트재난해석,5
0502030201,스마트재난관리기획,5
0502030202,스마트재난관리정보설계,4
0502030203,스마트재난예방업무설계,4
0502030204,스마트재난대비업무설계,4
0502030205,스마트재난대응업무설계,4
0502030206,스마트재난복구업무설계,4
0502030207,스마트재난관리기술적용,3
0502030208,스마트재난관리환류,6
0601010101,의료기기 관리업무 기획,7
0601010102,의료기기 구매관리,5
0601010105,의료기기 성능평가,6
0601010106,임상기술지원,7
0601010107,의료기기 기술관리,5
0601010109,의료기기 안전관리,5
0601010110,의료기기 설치,5
0601010111,의료기기 기술검수,5
0601010112,의료기기 예방점검,5
0601010113,의료기기 수리교정,5
0601010801,진료지원보조,2
0601010802,물품전달,2
0601010803,환자이송지원,2
0601010804,일상생활수행지원,2
0601010805,신체청결지원,2
0601010806,물품세척,2
0601010807,오염물처리,2
0601010808,사고예방지원,2
0601010809,요양보호 관련 제도 이해,3
0601010810,인지활동지원보조,3
0601010901,의지보조기 고객 상담,4
0601010902,의지보조기 고객 평가,5
0601010905,맞춤형 교정용 신발 제작,5
0601010906,자세보조용구 제작,4
0601010907,기타 보조기기 제작,3
0601010912,팔의지 제작,5
0601010913,다리의지 제작,5
0601010914,팔보조기 제작,4
0601010915,다리보조기 제작,4
0601010916,척추보조기 제작,4
0601011001,행동청능평가,5
0601011004,보청기적합관리,6
0601011005,이식형청각기기적합관리,6
0601011006,청능훈련,6
0601011007,중추청각기능재활,6
0601011008,전정기능재활,6
0601011009,이명재활,6
0601011010,청력보존,7
0601011011,청각관리교육연구개발,8
0601011014,청각기기생산,4
0601011015,청각산업경영,8
0601011016,전기생리청각평가,4
0601011017,청각관리지원,7
0601011301,심리평가,7
0601011302,심리치료,7
0601011303,심리자문,8
0601011304,심리교육,6
0601011305,임상심리연구,6
0601011306,심리재활,6
0601011307,지도감독,8
0601011308,임상심리 업무지원,5
0601011309,심리건강증진,6
0601011404,의료정보 완전성 관리,4
0601011405,의료정보 전사,3
0601011406,질환등록,4
0601011408,의료정보보호,7
0601011409,진료정보 지원,3
0601011410,요양급여 정보관리,4
0601011411,의료정보관리 질 향상,6
0601011412,의료기관 관련 평가 수검·지원,5
0601011413,의료정보 DB 관리,5
0601011414,의료정보 서식 개발관리,4
0601011415,의료정보 관련 규정 관리,6
0601011416,질병 및 의료행위 분류,4
0601011417,포괄수가제 관리,5
0601011418,암등록,5
0601011419,보건의료 정보 생성 · 활용지원,5
0601011420,의료정보/의무기록 열람 · 제공 · 교류,4
0601011421,병원통계 생성 · 활용,5
0601020103,병원경영기획,7
0601020104,병원구매관리,5
0601020107,병원경영평가,7
0601020108,외래원무관리,3
0601020109,입퇴원 원무관리,4
0601020110,진료비관리,4
0601020111,진료비 심사청구,4
0601020112,고객관리,4
0601020113,병원 노무관리,5
0601020114,병원 급여관리,4
0601020115,병원인적자원관리,5
0601020116,병원총무관리,4
0601020117,병원연구지원관리,4
0601020118,병원시설관리,4
0601020119,병원출납결산,3
0601020120,병원세무관리,4
0601020121,병원재무관리,6
0601020201,고객응대관리,3
0601020202,고객서비스관리,3
0601020203,예약관리,3
0601020204,진료서비스지원관리,2
0601020205,고객상담관리,4
0601020206,수납관리,3
0601020207,내부고객관리,4
0601020208,병원마케팅관리,4
0601020209,병원환경관리,2
0601020210,협력병원관리,3
0601020301,보건교육 요구도 진단,4
0601020302,보건교육기획,4
0601020303,보건교육 전략개발,6
0601020304,보건교육 자료개발·활용,4
0601020305,보건교육 홍보,4
0601020306,보건교육 의사소통,5
0601020307,보건교육 인프라 구축,5
0601020308,보건교육 수행,5
0601020309,보건교육 평가,5
0601020310,건강생활실천 보건교육,4
0601020311,만성질환 예방교육,4
0601020401,감염인자관리,4
0601020402,의료폐기물관리,4
0601020403,의료시설 환경위생교육,6
0601020404,의료기구관리,3
0601020405,의료시설 공기질관리,5
0601020406,의료시설 수질환경위생관리,5
0601020407,의료시설 기타유해인자관리,5
0601020408,의료시설 식품위생관리,4
0601020501,식품 위생관리,3
0601020502,생활환경 위생관리,4
0601020503,물 위생관리,5
0601020504,폐기물 위생관리,4
0601020505,주거환경 위생관리,4
0601020506,보건 대상자별 위생관리,4
0601020507,주요 질환별 위생관리,4
0601020508,방역·소독관리,5
0601020509,감염병 예방관리,5
0601020510,위생시설·장비 안전관리,4
0601020511,지역사회 위생윤리,5
0701010101,지역사회 분석,4
0701010102,지역사회 욕구분석,4
0701010103,지역사회 문제 발굴,5
0701010104,지역사회 네트워크,4
0701010105,지역 주민 조직화,4
0701010106,지역사회 자원 관리,3
0701010108,복지계획수립,5
0701010109,정책제안,6
0701010201,사회복지조직 운영 기획,7
0701010202,사회복지조직 인사관리,6
0701010203,사회복지조직 교육·훈련,5
0701010204,사회복지조직 재무관리,4
0701010205,사회복지조직 정보자원관리,5
0701010206,사회복지조직 사무관리,7
0701010207,사회복지조직 환경(시설)관리,5
0701010208,사회복지조직 자원개발,6
0701010209,사회복지조직 홍보,6
0701010301,지역사회보장계획,6
0701010302,복지예산관리,6
0701010303,사회복지시설 지원,5
0701010304,자원발굴 민관협력,5
0701010305,대상자 발굴조사,4
0701010306,복지대상자 지원,4
0701010307,자활자립지원,5
0701010308,자격변동관리,4
0701010309,공공사례관리,7
0701010310,복지특이민원관리,6
0701010311,사회복지프로그램 전산운용,3
0701020101,사회복지프로그램 욕구조사,4
0701020102,사회복지프로그램 계획수립,5
0701020103,사회복지프로그램 홍보,3
0701020104,사회복지프로그램 자원개발,4
0701020105,사회복지프로그램 실행,4
0701020106,사회복지프로그램 점검,5
0701020107,사회복지프로그램 종결,4
0701020108,사회복지프로그램 평가,6
0701020201,신체활동지원,3
0701020202,심리정서지원,4
0701020203,가사활동지원,3
0701020204,사회활동지원,5
0701020205,건강지원,3
0701020206,가족관계지원,4
0701020207,일상생활 위험관리,5
0701020208,일상생활 서비스 기록관리,4
0701020301,사회복지면담 초기면접,4
0701020302,사회복지면담 기록관리,3
0701020303,사회복지면담 사정,4
0701020304,개인상담,4
0701020305,가족상담,5
0701020306,집단상담,4
0701020307,사회복지면담 종결,4
0701020308,사회복지면담 슈퍼비전,5
0701020401,사회복지사례관리 외부운영체계 구축,6
0701020402,사회복지사례관리 내부운영체계 구축,6
0701020403,사회복지사례관리 인테이크,3
