분류번호,명칭,수준,시간
0302010310_14v1,퇴직연금 계리,6,96
0302010311_14v1,재보험 기획 관리,7,48
0302020101_14v1,판매전략 수립,8,24
0302020102_14v1,영업지원 툴(Tool) 개발,5,20
0302020103_16v2,교육 기획,5,30
0302020104_14v1,판매기법 교육,5,28
0302020105_14v1,고객 상담 준비,3,28
0302020106_16v2,고객 상담,3,50
0302020108_14v1,판매 후 사후관리,7,20
0302020109_16v2,모집활동 지원,3,30
0302020110_16v2,청약업무 지원,3,30
0302020202_14v1,신체적 인수위험평가,5,64
0302020203_16v2,환경적 인수위험평가,5,50
0302020204_16v2,재정·도덕적 인수위험평가,5,50
0302020205_14v1,손해보험 인수위험평가,5,48
0302020206_16v2,손해보험 인수조건결정,5,50
0302020207_16v2,심사업무관리,5,50
0302020208_16v2,심사업무지원,5,50
0302020209_16v2,재보험 운영관리,5,50
0302020210_14v1,역선택 방지,5,32
0302020211_16v2,인보험 인수기준 수립,7,50
0302020212_16v2,재물보험 인수기준 수립,7,50
0302020301_14v1,계약보전 전략수립,7,30
0302020303_14v1,계속보험료 입금관리,5,25
0302020304_14v1,계약내용 변경,5,25
0302020305_14v1,계약유지 안내장 관리,5,15
0302020306_16v2,보유고객 정보관리,5,38
0302020307_16v2,통계관리,5,30
0302020308_14v1,세금관리,5,25
0302020309_16v2,보험계약 채권관리,3,45
0302020310_16v2,지급금 기준수립,5,30
0302020311_16v2,지급금 관리,5,30
0302020401_14v1,위험관리 전략수립,8,16
0302020402_16v2,불완전판매예방,3,50
0302020403_14v1,정보보호,8,48
0302020405_16v2,위험처리,5,50
0302020406_16v2,금융사고관리,5,24
0302020407_14v1,평가기준 개선,5,16
0302020408_14v1,위험관리 교육,7,32
0302020409_16v2,재물보험 위험분석,5,36
0302020410_16v2,인보험 위험분석,5,36
0302030101_16v2,사고접수,5,32
0302030102_16v2,계약내용 확인,5,48
0302030103_14v1,현장조사,5,48
0302030105_14v1,보험금 사정,7,48
0302030106_16v2,민원처리,5,48
0302030107_16v2,보험자대위,5,32
0302030108_14v1,재보험,7,32
0302030109_14v1,소송 처리,7,48
0302030110_16v2,재물손해사정 기획관리,7,16
0302030111_16v2,적하·항공보험 손해액 산정,5,50
0302030112_16v2,선박보험 손해액 산정,5,50
0302030113_16v2,특종보험 손해액 산정,5,50
0302030114_16v2,화재보험 손해액 산정,5,50
0302030201_14v1,사고접수,3,20
0302030202_14v1,계약내용 확인,3,30
0302030204_16v2,피해물 관리,5,48
0302030206_16v2,고객안내 서비스,3,48
0302030207_16v2,민원처리,5,42
0302030208_16v2,구상처리,5,46
0302030209_16v2,차량손해사정 기획 관리,7,46
0302030210_16v2,차량사고 현장조사,5,48
0302030211_16v2,기타피해물 현장조사,5,48
0302030212_16v2,차량손해액 산정,5,48
0302030213_16v2,특수차량 손해액 산정,5,48
0302030214_16v2,기타피해물 손해액 산정,5,48
0302030301_14v1,보험사고 접수,3,30
0302030303_14v1,메디칼 심사,5,30
0302030306_14v1,민원처리,5,20
0302030307_14v1,재보험,7,20
0302030308_16v2,소송처리,5,50
0302030309_16v2,구상처리,5,50
0302030310_16v2,신체손해사정 기획관리,7,20
0302030311_16v2,인보험 현장조사,3,50
0302030312_16v2,배상책임 현장조사,3,50
0302030313_16v2,보험금 심사,5,50
0302030314_16v2,보험금 산출,5,50
0302030315_16v2,합의금 산출요소 파악,5,50
0302030316_16v2,합의금 산출 후 지급,5,50
0402020101_16v2,평생교육 상황분석,5,20
0402020102_16v2,평생교육 요구분석,5,40
0402020103_16v2,평생교육 자원조사,5,30
0402020104_16v2,평생교육 프로그램설계,5,40
0402020105_14v1,평생교육 교수학습자료개발,6,30
0402020109_16v1,기관 프로그램 통합관리,6,40
0402020110_16v2,평생교육 프로그램 평가,5,40
0402020111_16v1,평생학습 결과인정,5,40
0402020201_16v2,평생교육프로그램 홍보,5,30
0402020204_16v2,프로그램 현장관리,3,20
0402020205_14v1,평생교육 교수업무 실행,7,50
0402020206_16v2,평생학습설계,5,40
0402020211_16v2,평생교육 인적자원 관리,5,30
0402020212_16v1,학습동아리 운영,5,30
0402020213_16v1,평생교육 조직운영,6,30
0402020214_16v1,평생교육 네트워크 관리,5,30
0402020215_16v1,평생교육 현장실습 관리,5,30
0402020216_16v2,평생교육실무행정,3,30
0403010101_16v2,경력지도 설계,5,45
0403010102_22v3,경력지도 관련정보 수집,3,30
0403010110_22v3,경력지도 매뉴얼 관리,6,45
0403010111_16v2,개인보유역량 분석,5,45
0403010112_22v3,직업요구역량 분석,5,45
0403010113_22v3,경력지도 실행계획 수립,5,45
0403010114_22v3,경력상담,5,45
0403010115_22v3,경력코칭,5,45
0403010116_22v3,리더십개발,5,45
0403010117_22v3,경력지도 결과보고,5,30
0403010118_22v2,경력개발제도 수립,5,45
0403010119_22v2,경력개발제도 실행,5,45
0403010201_16v2,인재개발전략 수립,5,45
0403010202_22v2,교육체계 수립,5,45
0403010204_16v2,교육과정 운영,3,32
0403010205_22v3,교수활동 수행,5,45
0403010206_22v3,교육성과 평가,5,45
0403010207_16v2,교육 사후관리,6,45
0403010209_22v3,교육과정 설계,5,45
0403010210_22v3,교육과정 개발,6,45
0403010211_22v3,교육운영기획,4,32
0403010212_22v3,교육자원관리,3,32
0403010213_22v2,정부지원사업ㆍ제도 활용,3,32
0403010214_22v2,교육ㆍ훈련과정 환급실행관리,3,32
0403010215_22v2,역량모델개발,5,45
0403010216_22v2,학습조직구축,5,45
0403010304_22v3,직무분석 자료 수집,3,40
0403010305_16v2,직무분류체계 설정,6,30
0403010308_22v3,직무분석 결과 정리,3,20
0403010311_22v3,직무분석 결과관리,4,20
0403010313_22v3,직무분석 설계,5,40
0403010314_22v3,직무분석 실행,5,50
0403020101_22v4,학습시스템 기획,6,20
0403020102_16v3,학습시스템 프로젝트 관리,7,30
0403020104_22v4,학습시스템 설계,5,30
0403020107_22v4,학습시스템 테스트,2,20
0403020108_16v3,학습시스템 시범운영,4,20
0403020109_16v3,학습시스템 이전,5,20
0403020110_16v3,학습시스템 유지관리,5,20
0403020111_16v3,학습시스템 환경분석,5,30
0403020112_16v3,학습시스템 기능분석,5,30
0403020113_22v4,학습시스템 DB설계,5,45
0403020114_16v3,학습시스템 아키텍쳐설계,5,45
0403020115_16v3,학습시스템 프레임워크 개발,5,45
0403020116_16v3,학습시스템 단위프로그램 개발,5,45
0403020117_16v1,이러닝 학습분석,3,20
0403020118_16v1,이러닝 표준적용,5,20
0403020119_16v1,학습시스템 특성분석,3,20
0403020202_14v2,콘텐츠 설계전략분석,5,32
0403020203_16v3,학습자 시스템 환경분석,5,32
0403020204_18v3,콘텐츠개발 환경분석,4,24
0403020206_18v4,프로토타입개발,5,48
0403020209_18v4,콘텐츠포팅,3,32
0403020210_14v2,콘텐츠 품질관리,7,64
0403020212_16v3,콘텐츠개발 전략수립,5,48
0403020213_16v3,콘텐츠개발 디자인수립,5,48
0403020214_18v4,그래픽 요소개발,4,48
0403020215_18v4,동영상요소개발,4,48
0403020216_18v4,애니메이션 요소 개발,4,48
0403020217_16v3,프로그래밍 통합개발,5,48
0403020218_18v4,학습지원기능개발,4,48
0403020219_18v3,프로토타입 품질관리,7,48
0403020220_16v1,이러닝콘텐츠의 파악,3,48
0403020221_16v1,이러닝교수설계 특성파악,3,48
0403020222_16v1,콘텐츠개발 통합관리,7,48
0403020223_18v2,교수설계요구분석,5,48
0403020224_16v1,학습목표설계,4,48
0403020225_16v1,학습평가설계,4,48
0403020226_16v1,학습내용설계,4,48
0403020227_18v2,미시설계전략,4,48
0403020228_16v1,상호작용설계,4,32
0403020229_18v2,스토리보드 설계,3,48
0403020230_18v2,UI 기획,5,48
0403020231_16v1,콘텐츠 개발 진행,4,48
0403020233_18v3,콘텐츠개발 사업제안,7,32
0403020234_18v3,콘텐츠 개발 착수관리,6,24
0403020235_18v3,콘텐츠개발 완료관리,6,32
0403020236_18v1,프로토타입 설계,5,48
0403020237_18v1,거시설계전략,5,48
0403020301_16v2,이러닝운영 기획관리,5,48
0403020302_22v3,이러닝운영 준비,3,48
0403020303_22v3,이러닝운영 학사관리,2,24
0403020304_22v3,이러닝운영교강사지원,4,50
0403020305_16v2,이러닝운영 학습활동지원,3,48
0403020306_22v3,이러닝운영 고객사지원,4,50
0403020307_16v2,이러닝운영 평가관리,4,50
0403020309_22v3,이러닝운영 업무협력,4,50
0403020310_16v1,이러닝 산업파악,3,30
0403020311_16v1,이러닝운영 활동관리,4,50
0403020312_16v1,이러닝운영 교육과정관리,4,50
0403020313_22v2,이러닝운영 학습자관리,4,50
0403020314_16v1,이러닝운영 지원도구관리,4,50
0403020315_16v2,이러닝운영 전략관리,6,50
0403020316_16v2,이러닝운영 결과관리,6,50
0403020317_16v1,이러닝운영 통합관리,7,50
0501020106_14v1,지식재산 권리 행사,6,90
0501020107_14v1,지식재산 분쟁 방어,5,45
0501020108_14v1,지식재산 서비스 수행,6,90
0501020109_14v1,지식재산 해외 법무 수행,6,90
0501020110_16v2,지식재산 발굴,5,45
0501020111_16v2,발명서식 검토,2,50
0501020112_16v2,지식재산 권리화,4,45
0501020113_16v2,지식재산 계약관리,5,45
0501020114_16v2,지식재산 계약이행,7,90
0501020115_16v2,지식재산 유지,5,45
0501020116_16v2,지식재산 관리시스템 운영,2,45
0501020117_16v2,지식재산 경영 수행,6,45
0501020118_16v2,지식재산 경영전략 수립,7,45
0501020119_16v1,디자인 도면 작성,2,90
0501020120_16v1,특허 도면 작성,2,90
0501020121_16v1,3D 모델링,2,50
0501020122_16v1,디자인 도면서식 작성,2,45
0501020123_16v1,지식재산 출원서식 작성,2,50
0501020124_16v1,지식재산 등록서식 작성,2,50
0501020125_16v1,지식재산 심판서식 작성,2,30
0501020126_16v1,해외출원 도면작성,2,30
0501020127_16v1,해외출원 서류준비,2,30
0501020202_14v1,지식재산 기술성 평가,6,80
0501020203_14v1,지식재산 권리성 평가,6,80
0501020204_14v1,지식재산 시장성 평가,6,60
0501020205_14v1,지식재산 사업성 평가,6,80
0501020206_14v1,지식재산 평가 결과 도출,6,80
0501020209_14v1,지식재산 거래 조건 협상,6,60
0501020211_16v2,지식재산 평가 기획,4,45
0501020212_16v2,지식재산 평가 수행,4,45
0501020213_16v2,지식재산 거래수요 발굴,4,45
0501020214_16v2,지식재산 거래전략 수립,4,45
0501020215_16v2,지식재산 기술 마케팅,5,45
0501020216_16v2,지식재산 거래 사후 관리,6,80
0501020217_16v1,지식재산 거래고객 관리,3,40
0501020301_14v1,지식재산 요구분석,5,20
0501020302_14v1,지식재산 환경분석,5,20
0501020303_14v1,지식재산 정보검색,4,50
0501020304_16v2,지식재산 유효자료 선별,5,20
0501020305_16v2,지식재산 자료정리,5,20
0501020306_16v2,지식재산 정량분석,5,50
0501020307_16v2,지식재산 정성분석,5,50
0501020308_16v2,지식재산 개발방향 수립,6,40
0501020309_16v2,지식재산권 확보전략 수립,6,40
0501020310_16v1,디자인 맵 검토,3,30
0501020401_16v1,발명상담,4,30
0501020402_16v1,선행기술 조사분석,4,46
0501020403_16v1,발명 사업성 분석,5,46
0501020404_16v1,출원전략 수립,6,30
0501020405_16v1,출원서류 검토,3,30
0501020406_16v1,기계·금속·토목 특허명세서 검토,4,46
0501020407_16v1,전기·전자·통신 특허명세서 검토,4,46
0501020408_16v1,화학·바이오 특허명세서 검토,4,46
0501020409_16v1,심사절차 대응 검토,5,30
0501020410_16v1,특허 유지관리,4,30
0501020411_16v1,직무발명제도 설계,6,30
0502010103_13v1,기본설계,3,16
0502010104_13v1,종합방재계획 수립,5,24
0502010105_13v1,성능위주 설계,6,24
0502010106_13v1,사전재난영향성 평가,6,24
0502010107_17v2,수계소화설비 실시설계,4,16
0502010109_13v1,경보설비 실시설계,3,16
0502010110_13v1,제연설비 실시설계,4,16
0502010111_13v1,소화활동설비와 피난설비 실시설계,3,16
0502010112_17v2,소방전기설비 실시설계,3,16
0502010113_13v1,설계감리,5,16
0502010118_17v2,설계 계획 준비·수립,4,16
0502010119_17v2,가스계 물분무등소화설비 실시설계,4,16
0502010120_17v2,수계 물분무등소화설비 실시설계,4,16
0502010121_17v2,공사감리수행계획 수립 · 행정처리,4,16
0502010122_17v2,공사감리 수행 · 감리결과보고,4,16
0502010201_14v1,시공계획 수립,5,20
0502010202_14v1,시공관리,5,20
0502010203_20v2,수계소화설비 시공,4,30
0502010204_14v1,가스계소화설비 시공,5,30
0502010205_14v1,경보설비 시공,4,30
0502010206_14v1,소방용 전원설비 시공,5,25
0502010207_14v1,피난·소화용수설비 시공,3,20
0502010208_14v1,소화활동설비 시공,3,20
0502010209_14v1,제연설비 시공,5,30
0502010210_14v1,성능평가 시행,6,30
0502010301_13v1,행정관리·계획,5,16
0502010302_13v1,구조구급 교육훈련,5,24
0502010303_13v1,장비점검·출동준비,5,16
0502010304_22v2,일반구조,5,20
0502010305_13v1,생활안전구조,3,16
0502010306_13v1,특수구조,6,20
0502010307_22v2,환자평가,6,24
0502010308_22v2,응급처치,7,32
0502010309_13v1,환자이송,6,16
0502010310_22v2,구급 안전관리,3,16
0502010311_13v1,출동결과 평가,4,16
0502010312_22v2,수상구조,5,64
0502010401_23v2,소방계획 수립,5,20
0502010402_23v2,소방안전 교육훈련,6,30
0502010403_23v2,소방안전 관리 감독,6,20
0502010405_23v3,경보설비 점검,3,30
0502010407_23v2,점검장비 관리,3,20
0502010408_23v2,소방시설 자체점검,4,20
0502010409_23v2,소방시설 자율점검,4,20
0502010410_23v2,소방시설 유지보수,3,30
0502010411_23v2,사고대응조치,5,20
0502010412_23v3,소화기구·수계소화설비점검,3,30
0502010413_23v3,가스계·분말소화설비 점검,4,30
0502010414_23v3,피난구조 설비 점검,4,15
0502010415_23v3,소화용수·소화활동설비 점검,4,15
0502010416_23v3,방재안전시설 점검,4,15
0502010502_22v2,위험물 분류,4,20
0502010503_20v2,제4류 위험물 취급,3,16
0502010504_20v2,"제1류, 제6류 위험물 취급",3,16
0502010505_20v2,"제2류, 제5류 위험물 취급",3,16
0502010506_20v2,제3류 위험물 취급,3,16
0502010507_20v2,위험물 운송ㆍ운반시설 기준 파악,2,16
0502010508_22v2,위험물 운송ㆍ운반 관리,4,16
0502010509_22v2,사고대응조치,4,16
0502010511_20v2,국내 관련 법령 적용,2,32
0502010512_20v2,국제 관련 규정 적용,4,16
0502010601_22v2,위험물 안전계획 수립,6,32
0502010602_22v2,저장·취급 위험물 분류,4,24
0502010603_22v2,위험물 저장,3,16
0502010604_14v1,위험물 취급,3,16
0502010605_14v1,위험물 제조소 유지관리,4,24
0502010606_14v1,위험물 저장소 유지관리,4,24
0502010607_14v1,위험물 취급소 유지관리,4,24
0502010608_22v2,위험물안전관리 감독,5,32
0502010609_14v1,위험물안전관리 교육훈련,5,32
0502010610_22v3,위험물 사고 대비·대응,6,32
0502010611_22v2,위험물 행정관리,4,16
0502010612_20v1,위험물 화재예방·소화방법,3,16
0502010613_22v2,위험물 제조소등의 소방설비 적용,3,16
0502010614_20v1,유기화합물 위험성 파악,3,16
0502010615_20v1,무기화합물 위험성 파악,3,16
0502010701_17v1,화재조사계획 수립,4,32
0502010702_17v1,발화지점 판정,6,48
0502010703_17v1,전기화재 감식,5,32
0502010704_17v1,방화화재 감식,5,32
0502010705_17v1,화학화재 감식,5,32
0502010706_17v1,차량화재 감식,6,32
0502010707_17v1,가스화재 감식,5,32
0502010708_17v1,기타화재 감식,5,32
0502010709_17v1,증거 수집·관리·검사,4,16
0502010710_17v1,화재피해 파악,5,32
0502010711_17v1,화재조사보고서 작성,4,32
0502020101_22v2,방재시설 특성분석,5,45
0502020102_22v2,방재시설 계획,5,45
0502020103_22v2,방재시설 조사,3,40
0502020104_22v2,하천재해 방재시설 설계,4,50
0502020105_22v2,내수재해 방재시설 설계,4,40
0502020106_22v2,사면재해 방재시설 설계,4,20
0502020107_22v2,토사재해 방재시설 설계,4,20
0502020108_22v2,해안재해 방재시설 설계,4,50
0502020109_13v1,방재시설 시공관리,5,50
0502020110_22v2,방재시설 유지관리,5,50
0502020111_13v1,재해유형별 전산프로그램 운용,5,50
0502020113_22v2,방재시설 피해저감 능력 평가,5,50
0502020114_22v3,소하천 정비 방향설정,4,40
0502020115_22v3,소하천 정비 종합계획 수립,4,40
0502020203_13v1,기업자원 분석,4,50
0502020207_13v1,업무 연속성 전략 수립,5,50
0502020209_22v2,기업재난 비상대응훈련,4,20
0502020211_13v1,기업재난관리 교육,5,50
0502020214_16v2,조직상황 분석,4,20
0502020215_16v2,기업재난관리 범위 및 체계 설정,4,20
0502020216_16v2,핵심업무 및 영향분석,4,20
0502020217_16v2,복구전략 수립 및 소요자원 분석,4,20
0502020222_22v3,사고대응 체계 구축,5,50
0502020223_22v3,사고대응 절차 수립,5,50
0502020224_16v2,기업 재난관리심사 절차 학습,5,50
0502020225_16v2,기업 재난관리 심사역량 개발,5,50
0502020226_16v1,업무 연속성 커뮤니케이션,5,50
0502020227_16v1,기업 경영현황 분석하기,4,50
0502020228_16v1,유지관리 계획 수립하기,4,40
0502020229_22v3,기업 재난사례 분석,4,60
0502020230_22v3,리스크(위험성) 평가,5,60
0502020231_22v3,리스크(위험성) 관리,5,60
0502020302_22v2,방재 기초자료 조사,4,50
0502020303_13v1,방재안전대책 현장 조사,4,50
0502020306_22v2,재해저감대책 수립,5,80
